商品长编码,体积（立方米）(WMS),商品名称,商品类型,商品剂型,规格,单位,装箱数,珠海仓码托数
F.A.32.FA33277,7.00E-06,汤臣倍健漫威儿童营养素介绍插卡（多维）,促销物料,其他,12×12cm,个,3600,28
F.A.32.FA33276,7.00E-06,汤臣倍健漫威儿童营养素介绍插卡（钙）,促销物料,其他,12×12cm,个,3600,28
F.A.32.FA33279,0,汤臣倍健2018年品牌礼袋,促销物料,其他,28×14×20cm,个,1,1
F.A.32.FA33278,7.00E-06,汤臣倍健漫威儿童营养素介绍插卡（DHA）,促销物料,其他,12×12cm,个,3600,30
F.A.32.FA33275,0.000368,汤臣倍健漫威身高尺,促销物料,其他,25*150cm,套,120,32
F.A.32.FA33264,5.00E-06,汤臣倍健2018年02号促销活动插卡,促销物料,其他,17.5×9.5cm,张,8500,30
F.A.32.FA33271,0.001186,汤臣倍健漫威橡胶篮球,促销物料,其他,18×18×18cm,个,40,30
F.A.32.FA33272,0.001912,汤臣倍健漫威磁力飞镖靶,促销物料,其他,37×30×2cm,个,72,15
F.A.32.FA33270,0.005049,汤臣倍健蜘蛛侠挂壁篮球板,促销物料,其他,28×32×8.5cm,个,72,6
F.A.32.FA33269,0.002209,汤臣倍健漫威白底画板,促销物料,其他,37.3×28.3cm,个,48,20
F.A.32.FA33273,0.002188,汤臣倍健漫威保温杯,促销物料,其他,10×10×25.5cm,个,24,35
F.A.32.FA33263,4.00E-05,汤臣倍健2018年02号促销活动海报,促销物料,其他,42×57cm,张,500,60
F.A.32.FA33267,7.00E-06,汤臣倍健2018年儿童节促销活动插卡,促销物料,其他,17.5×9.5cm,张,3600,30
F.A.32.FA33268,4.40E-05,汤臣倍健2018年儿童节促销活动三角台卡,促销物料,其他,22 × 11.4cm,个,800,30
D.A.03.DA03548,0,汤臣倍健蜂胶软胶囊60粒送维生素B族片100片礼盒装（条码+不单独销售）-彩盒,赠品,其他,180mm*53mm*140mm  ,个,1,
F.A.32.FA33266,5.20E-05,汤臣倍健2018年儿童节促销活动海报,促销物料,其他,42×57cm,张,400,50
F.A.32.FA33274,0,汤臣倍健儿童营养手册,促销物料,其他,14.4×20.4cm,本,1,1
A.A.11.02.AA110245A,0,NATURE'S BOUNTY自然之宝维生素C片（60片）赠品,产品,片剂,350mg×60片/瓶  ,瓶,1,
A.A.11.02.AA110254A,0,NATURE'S BOUNTY自然之宝维生素E软胶囊（60粒）赠品,产品,软胶囊,500mg/粒*60粒/瓶 ,瓶,1,
A.A.11.02.AA110252A,0,NATURE'S BOUNTY自然之宝钙维生素D片（90片）赠品,产品,片剂,1.3g/片*90片/瓶 ,瓶,1,
A.A.11.02.AA110249A,0,NATURE'S BOUNTY自然之宝叶酸片（60片）赠品,产品,片剂,340mg/片*60片/瓶 ,瓶,1,
A.A.11.02.AA110251A,0,NATURE'S BOUNTY自然之宝维生素A软胶囊（60粒）赠品,产品,软胶囊,250mg×60粒/瓶  ,瓶,1,
F.A.32.FA33265,4.00E-05,汤臣倍健2018年02号促销活动三角台卡,促销物料,其他,22 × 11.4cm,个,1200,30
A.A.11.02.AA110246A,0,NATURE'S BOUNTY自然之宝维生素D软胶囊（60粒）赠品,产品,软胶囊,120mg/粒*60粒/瓶 ,瓶,1,0
A.A.11.02.AA110250A,0,NATURE'S BOUNTY自然之宝B族维生素片（60片）赠品,产品,片剂,370mg/片*60片/瓶 ,瓶,1,
A.A.11.02.AA110247A,0,NATURE'S BOUNTY自然之宝维生素K软胶囊（30粒）赠品,产品,软胶囊,300mg/粒*30粒/瓶 ,瓶,1,
A.A.11.02.AA110253A,0,NATURE'S BOUNTY自然之宝多种维生素钙铁片(孕妇)（90片）赠品,产品,片剂,1.2g/片*90片/瓶 ,瓶,1,
F.A.32.FA33250,4.00E-05,健力多“愿你关节好 玩到老”4-6月主题促销海报,促销物料,其他,57*42cm,张,500,60
F.A.32.FA33252,0,健力多“愿你关节好 玩到老”4-6月主题促销弧形左侧板,促销物料,其他,290cmx1240cm  ,张,1,1
F.A.32.FA33254,0,健力多“愿你关节好 玩到老”4-6月主题促销推头1,促销物料,其他,60cmx60cm  ,张,1,1
A.A.01.07.AA010714X,0.001923,汤臣倍健蜂胶软胶囊60粒送维生素B族片100片礼盒装（条码+不单独销售）,产品,礼盒,（500mg/粒×60粒/瓶×1瓶＋550mg/片×100片/瓶×1瓶）/盒,盒,20,32
F.A.32.FA33256,3.80E-05,健力多“愿你关节好 玩到老”4-6月主题促销三角台牌,促销物料,其他,22cmx33cm  ,张,1200,30
F.A.32.FA33251,0,健力多“愿你关节好 玩到老”4-6月主题促销拱门,促销物料,其他,160cmx82cm  ,张,1,1
F.A.32.FA33255,0,健力多“愿你关节好 玩到老”4-6月主题促销推头2,促销物料,其他,60cmx60cm  ,张,1,1
F.A.32.FA33257,0,健力多“愿你关节好 玩到老”4-6月主题促销吊旗,促销物料,其他,72cmx49cm  ,张,1,1
F.A.32.FA33258,7.00E-06,健力多“愿你关节好 玩到老”4-6月主题促销货架条,促销物料,其他,24cmx7cm,张,5500,30
F.A.32.FA33253,0,健力多“愿你关节好 玩到老”4-6月主题促销弧形右侧板,促销物料,其他,290cmx1240cm  ,张,1,1
ADS17038,0,孕妇益生菌固体饮料,产品,,1.0g/袋,盒,1,
D.A.01.DA01233,0,全能营200ml白色圆瓶瓶盖,产品,其他,HDPE,个,1,
D.A.01.DA01232,0,全能营200ml白色圆瓶,产品,其他,HDPE,个,1,
E.A.01.02.EA010220D,0,汤臣倍健钙维生素D维生素K软胶囊小包装（50粒）－标签,赠品,其他,150ml瓶瓶签,张,1,0
A.A.01.02.AA010220D,0.00037,汤臣倍健钙维生素D维生素K软胶囊小包装（50粒）,产品,软胶囊,1000mg/粒×50粒/瓶,瓶,96,30
D.A.03.DA03547,0,汤臣倍健钙维D维K软胶囊50粒＋维C100片促销装（条码＋不单独销售）-彩盒,赠品,其他,180mm＊53mm＊140mm,个,1,
A.A.01.02.AA010220C,0.001939,汤臣倍健钙维D维K软胶囊50粒＋维C100片促销装（条码＋不单独销售）,产品,礼盒,（1000mg/粒×50粒/瓶×1瓶＋600mg/片×100片/瓶×1瓶）/盒,盒,20,32
A.A.13.01.AA130107C,0,天然博士金枪鱼油DHA凝胶糖果单瓶装（30粒）,产品,其他,700mg/粒×30粒/瓶 ,瓶,1,
E.A.13.01.EA130107C,0,天然博士金枪鱼油DHA凝胶糖果单瓶装（30粒）瓶签,产品,其他,155mm*57mm,张,1,
A.A.13.01.AA130107B,0,天然博士金枪鱼油DHA凝胶糖果小包装（30粒）,产品,其他,700mg/粒*30粒/瓶,瓶,1,
A.A.13.01.AA130105A,0,天然博士益生菌固体饮料（胃肠道型）小包装（10袋）,产品,粉剂,1g/袋*10袋/盒,盒,1,
E.A.13.01.EA130107B,0,天然博士金枪鱼油DHA凝胶糖果小包装（30粒）瓶签,赠品,其他,155mm*57mm,张,1,
D.A.03.DA03546,0,天然博士益生菌固体饮料（胃肠道型）小包装（10袋）彩盒,赠品,其他,66mm（长）*56mm（宽）*121mm（高）,个,1,
E.A.06.01.EA060107,0,汤臣倍健健力多II型胶原软骨片压片糖果电商装（60片）标签,产品,片剂,156*69mm,张,1,
E.F.01.01.EF010102,0,汤臣倍健葡萄籽胶囊(300粒)(澳洲进口)-标签,产品,其他,--,张,1,
E.A.06.01.EA060107A,0,汤臣倍健健力多II型胶原软骨片压片糖果（60片，本品不单独销售）标签,赠品,片剂,规格同 150ml白瓶瓶签,张,1,
A.A.06.01.AA060107A,0,汤臣倍健健力多II型胶原软骨片压片糖果（60片，本品不单独销售）,产品,片剂,350mg/片*60片/瓶,瓶,1,
A.A.06.01.AA060107,0,汤臣倍健健力多II型胶原软骨片压片糖果电商装（60片）,产品,片剂,350mg/片*60片/瓶*1瓶/盒,盒,1,
D.B.02.DB02232,0,天然博士32mm二维码防伪标签（圆形去积分）,产品,其他,,枚,1,
E.F.01.01.EF010103,0,汤臣倍健发肤甲片(100片)(澳洲进口)-标签(300粒)(澳洲进口)-标签COPY,产品,其他,--,张,1,
A.F.01.01.AF010102,0,汤臣倍健葡萄籽胶囊(300粒)(澳洲进口),产品,硬胶囊,--,瓶,1,
A.F.01.01.AF010103,0,汤臣倍健发肤甲片(100片)(澳洲进口),产品,片剂,--,瓶,1,
D.A.03.DA03545,0,汤臣倍健健力多II型胶原软骨片压片糖果电商装（60片）彩盒,产品,其他,规格同 150ml白瓶彩盒,个,1,
E.F.01.01.EF010101,0,汤臣倍健奶蓟草片(120片)(澳洲进口)-标签,产品,其他,--,张,1,
A.F.01.01.AF010101,0,汤臣倍健奶蓟草片(120片)(澳洲进口),产品,片剂,--,瓶,1,
ADS1705202,0,II型胶原软骨片（压片糖果）,产品,,350mg/片*60片/瓶*112瓶/箱,瓶,1,
E.F.02.01.EF020103,0,Glucosamine Superior Golden海外旗舰店金装3号氨糖（120片）标签,产品,其他,120片/瓶*1瓶/盒,张,1,
D.A.03.DA03543,0,Glucosamine Superior plus MSM海外旗舰店消炎款2号氨糖（120片）彩盒,产品,其他,120片/瓶*1瓶/盒,个,1,
D.A.03.DA03542,0,Glucosamine Superior海外旗舰店基础款1号氨糖（140片）彩盒,产品,其他,140片/瓶*1瓶/盒,个,1,
D.A.03.DA03544,0,Glucosamine Superior Golden海外旗舰店金装3号氨糖（120片）彩盒,产品,其他,120片/瓶*1瓶/盒,个,1,
E.F.02.01.EF020102,0,Glucosamine Superior plus MSM海外旗舰店消炎款2号氨糖（120片）标签,产品,其他,120片/瓶*1瓶/盒,张,1,
A.A.01.01.AA010160,0,汤臣倍健叶黄素酯压片糖果（30片）,产品,片剂,550mg/片*30片/瓶,瓶,1,
E.A.01.01.EA010160,0,汤臣倍健叶黄素酯压片糖果（30片）标签,产品,其他,150ml瓶签,张,1,
D.A.01.DA01231,0,12cm光身塑料桶盖(红色),产品,其他,12cm,个,1,
E.A.01.04.EA010421,0,汤臣倍健蛋白膳食纤维奶昔固体饮料（玉米味）（450g）标签,产品,粉剂,1800ml塑料桶瓶签,张,1,
E.F.02.01.EF020101,0,Glucosamine Superior海外旗舰店基础款1号氨糖（140片）标签,产品,其他,140片/瓶*1瓶/盒,张,1,
F.A.32.FA33231,0.027256,天然博士促销台,促销物料,其他,--,个,1,50
F.A.32.FA33229,0.0592,天然博士帐篷,促销物料,其他,--,个,1,25
D.B.01.DB01561,0,无限能大纸箱（小彩盒通用）,产品,其他,53cm*26cm*40cm,个,1,
F.A.32.FA33230,0.000627,天然博士围裙,促销物料,其他,--,个,120,3
ADS17039,0,叶黄素酯压片糖果,产品,,550mg/片*30片/瓶*112瓶/箱,瓶,1,
D.B.01.DB01560,0,无限能小纸箱（小彩盒通用）,产品,其他,26.5cm*13cm*20cm,个,1,
A.A.13.01.AA130107A,0.001037,天然博士金枪鱼油DHA凝胶糖果小包装（30粒，本品不单独销售）,产品,其他,700mg/粒*30粒/瓶*1瓶/盒,盒,24,48
D.A.03.DA03541,0,汤臣倍健蜂胶软胶囊60粒送维生素B族片100片优惠装彩盒,产品,其他,179*53*140mm,个,1,
A.A.01.07.AA010714W,0.004221,汤臣倍健蜂胶软胶囊60粒送维生素B族片100片优惠装,产品,礼盒,（30g/瓶×1瓶+55g/瓶×1瓶）/盒,盒,20,32
ADS1703601,0,乳清蛋白营养强化固体饮料（香草味）,产品,,1360g/罐,罐,1,
F.A.32.FA33222,0.11885,健力多-OSIM足疗仪,促销物料,其他,OS-351,台,1,15
F.A.32.FA33218,1.00E-06,天然博士产品进口信息卡-牛乳钙片压片糖果,促销物料,其他,8cm*3.5cm,张,15400,1
F.A.32.FA33221,1.00E-06,天然博士产品进口信息卡-针叶樱桃粉固体饮料Ⅰ型,促销物料,其他,8cm*3.5cm,张,15400,1
F.A.32.FA33217,1.00E-06,天然博士产品进口信息卡-DHA藻油凝胶糖果,促销物料,其他,8cm*3.5cm,张,15400,1
E.A.14.01.EA140101,0,汤臣倍健健视佳越橘叶黄素酯β-胡萝卜素软胶囊（30粒）-电商专供装标签,产品,其他,150ml瓶瓶签,张,1,
F.A.32.FA33224,0.019065,健力多-九阳榨汁机,促销物料,其他,YZ-D51,台,1,10
F.A.32.FA33228,0.001584,健力多运动书包,促销物料,其他,--,个,80,19
F.A.32.FA33227,0.000676,健力多电子药盒,促销物料,其他,--,个,120,18
F.A.32.FA33219,1.00E-06,天然博士产品进口信息卡-蛋白营养粉固体饮料（燕麦味）,促销物料,其他,8cm*3.5cm,张,15400,1
F.A.32.FA33220,1.00E-06,天然博士产品进口信息卡-橘皮酵母锌固体饮料II型,促销物料,其他,8cm*3.5cm,张,15400,1
F.A.32.FA33223,0.014999,健力多-苏泊尔养生壶,促销物料,其他,SWF 18E30B,个,1,20
F.A.32.FA33226,0.008024,健力多-小熊电热饭盒,促销物料,其他,DFH-S2016,个,1,10
F.A.32.FA33216,1.00E-06,天然博士产品进口信息卡-益生菌固体饮料（胃肠道型）,促销物料,其他,8cm*3.5cm,张,15400,1
F.A.32.FA33225,0.000958,健力多-小熊电炖锅,促销物料,其他,DDZ-A08D1  ,台,12,10
F.A.32.FA33215,1.00E-06,天然博士产品积分标贴,促销物料,其他,4cm*3.6cm,张,16000,2
F.A.32.FA33214,1.20E-05,天然博士货架跳跳卡（3兑1）,促销物料,其他,6cm*7.2cm,张,3000,6
A.A.14.01.AA140101,0.000374,汤臣倍健越橘叶黄素酯β-胡萝卜素软胶囊（30粒）-电商专供装,产品,软胶囊,0.5g/粒×30粒/瓶,瓶,96,30
A.A.09.01.AA090125D,0.003766,健乐多蛋白纤维营养奶昔（固体饮料）（榛子味）（420g）（文案款）,产品,粉剂,420g/罐,罐,12,24
A.A.09.01.AA090131B,0.002071,健乐多蛋白纤维营养奶昔（固体饮料）（燕麦味）（420g）（文案款）,产品,粉剂,420g/罐,罐,12,24
F.A.32.FA33213,0.000444,健乐多手套V1.5,促销物料,其他,V1.5 GymMax,套,200,20
E.A.09.01.EA090131B,0,健乐多蛋白纤维营养奶昔（固体饮料）（燕麦味）（420g）（文案款）标签,产品,其他,380*145mm,张,1,
E.A.09.01.EA090125D,0,健乐多蛋白纤维营养奶昔（固体饮料）（榛子味）（420g）（文案款）标签,产品,其他,380*145mm,张,1,
ADS1703501,0,乳清蛋白粉固体饮料（香草味）,产品,,900g/罐,罐,1,
D.B.01.DB01556,0,全塑封4200ml桶通用纸箱,产品,其他,--,个,1,
D.A.01.DA01226,0,全塑封4200ml黑桶,产品,其他,235g,个,1,
D.B.02.DB02231,0,健乐多塑封膜红底头标GYMMAX,产品,其他,PETG 410x53mm,张,1,
D.A.01.DA01228,0,122mm黑色线纹盖,促销物料,其他,27.5g(含纸板),个,0,0
D.B.01.DB01557,0,全塑封3300ml桶通用纸箱,产品,其他,--,个,1,
D.A.01.DA01225,0,全塑封7500ml黑桶,促销物料,其他,325g,个,0,0
D.B.01.DB01555,0,全塑封7500ml桶装通用纸箱,产品,其他,--,个,1,
D.A.01.DA01227,0,全塑封3300ml黑桶,产品,其他,165g,个,1,
D.A.01.DA01229,0,聚丙烯瓶（T088）,产品,,T088,个,1,
D.B.02.DB02230,0,健乐多全塑封30MM防伪标签,产品,其他,30mm*30mm,张,1,
D.A.04.DA04249,0,健乐多热封垫片95N,产品,其他,SL1-PLE-95N,米,1,
A.F.02.01.AF020103,0,Glucosamine Superior Golden海外旗舰店金装3号氨糖（120片）,产品,片剂,120片/瓶*1瓶/盒*24盒/箱,盒,1,
A.F.02.01.AF020102,0,Glucosamine Superior plus MSM海外旗舰店消炎款2号氨糖（120片）,产品,片剂,120片/瓶*1瓶/盒*24盒/箱,盒,1,
A.F.02.01.AF020101,0,Glucosamine Superior海外旗舰店基础款1号氨糖（140片）,产品,片剂,140片/瓶*1瓶/盒*24盒/箱,盒,1,
E.A.01.02.EA010220A,0,汤臣倍健钙维生素D维生素K软胶囊（200粒）标签,促销物料,其他,500ml瓶瓶签,张,1,0
A.A.01.02.AA010220B,0.000336,汤臣倍健钙维生素D维生素K软胶囊小包装（30粒）,产品,软胶囊,1000mg/粒×30粒/瓶,瓶,96,42
E.A.01.02.EA010220,0,汤臣倍健钙维生素D维生素K软胶囊（100粒）标签,促销物料,其他,250ml瓶瓶签,张,0,0
E.A.11.01.EA110123,0,自然之宝多种维生素矿物质片（成人）（45片）标签,产品,片剂,45片/瓶,张,1,
F.A.32.FA33211,0.000402,健乐多2018台历A款,促销物料,其他,2018A款,个,130,23
F.A.32.FA33210,0.001838,健乐多700ML摇摇杯2018品牌款,促销物料,其他,700ml,个,80,16
A.A.11.01.AA110123,0.000377,自然之宝多种维生素矿物质片（成人）（45片）,产品,片剂,1.2g/片*45片/瓶,瓶,96,30
E.A.01.02.EA010220B,0,汤臣倍健钙维生素D维生素K软胶囊小包装（30粒）标签,赠品,其他,120ml瓶瓶签,张,1,
F.A.32.FA33212,0.000402,健乐多2018台历B款,促销物料,其他,2018B款,个,130,23
A.A.01.02.AA010220,0.000633,汤臣倍健钙维生素D维生素K软胶囊（100粒）,产品,软胶囊,1000mg/粒×100粒/瓶,瓶,96,20
A.A.01.02.AA010220A,0.000907,汤臣倍健钙维生素D维生素K软胶囊（200粒）,产品,软胶囊,1000mg/粒×200粒/瓶,瓶,12,108
F.A.32.FA33208,0.006567,智能体重秤,促销物料,其他,31.5×31.5×5.5cm,台,10,20
F.A.32.FA33209,0,2018年健力多电商日常款环保袋,促销物料,其他,42*40*10cm,个,1,1
A.A.06.01.AA060105G,0.000368,健力多钙咀嚼片（桔子味）电商装（45片）,产品,片剂,2.0g/片×45片/瓶,瓶,96,30
E.A.06.01.EA060105G,0,健力多钙咀嚼片（桔子味）电商装（45片）标签,产品,片剂,150ml瓶子,张,1,
A.A.01.01.AA010151AH,0,汤臣倍健蛋白粉（150g/不单独销售/特供装）,产品,粉剂,150g/罐,罐,1,
A.A.01.01.AA010151AI,0.012617,汤臣倍健蛋白粉礼盒特供装（450g+150g×2）,产品,礼盒,750g/箱,箱,8,12
F.A.32.FA33205,0.000408,定制化妆包,促销物料,其他,--,个,200,12
D.B.01.DB01554,0,汤臣倍健胶原蛋白粉固体饮料(水蜜桃味)(60袋)-大英博物馆A款礼盒装纸箱,产品,其他,--,个,1,
D.A.03.DA03539,0,汤臣倍健益生菌固体饮料（成人肠道）（20袋）彩盒,产品,其他,20袋/盒,个,1,
F.A.32.FA33206,0.000299,汤臣倍健大英博物馆A款礼盒装内托,促销物料,其他,--,个,200,30
A.A.01.04.AA010408X,0.00659,汤臣倍健胶原蛋白粉固体饮料(水蜜桃味)(60袋)-大英博物馆A款礼盒装,产品,礼盒,3g/袋*30袋/桶*2桶/盒,盒,8,24
A.A.01.01.AA010151AG,0,汤臣倍健蛋白粉（450g/特供装）,产品,粉剂,450g/罐,罐,1,
D.A.03.DA03540,0,汤臣倍健胶原蛋白粉固体饮料(水蜜桃味)(2袋)便携装外盒,产品,其他,--,个,1,
A.A.01.07.AA010740,0.00075,汤臣倍健益生菌固体饮料(150亿，AD)(20袋),产品,粉剂,1g/袋*20袋/盒,盒,24,54
D.B.01.DB01553,0,汤臣倍健胶原蛋白粉固体饮料(水蜜桃味)(2袋)便携装纸箱,产品,其他,--,个,1,
D.B.01.DB01552,0,汤臣倍健益生菌固体饮料（成人肠道）（20袋）纸箱,产品,其他,--,个,1,
F.A.32.FA33204,0.000637,汤臣倍健大英博物馆A款礼盒装外盒,促销物料,其他,--,个,100,20
A.A.01.04.AA010408W,0,汤臣倍健胶原蛋白粉固体饮料(水蜜桃味)(2袋)便携装,产品,粉剂,3g/袋*2袋/盒,盒,1,
AHF17036,0,汤臣倍健（R）维生素C泡腾片(甜橙味),产品,,4.0g/片*18片/瓶*150瓶/箱,瓶,1,
A.A.09.01.AA090131A,0,健乐多蛋白纤维营养奶昔（固体饮料）（燕麦味）（680g）,产品,粉剂,680g/罐,罐,1,
A.A.01.02.AA010208V,0,汤臣倍健牛初乳加钙咀嚼片试吃装（20袋）,产品,片剂,1.2g/片×2片/袋×20袋/盒,盒,1,
F.A.32.FA33203,0,2017年12月健力多【智慧树】营销合作礼品袋,促销物料,其他,--,个,1,1
D.B.01.DB01550,0,健之宝进口150cc纸箱,产品,其他,长32cm，宽21.5cm，高12cm,个,1,
E.A.01.04.EA010426,0,汤臣倍健铁叶酸片（60片）电商装标签,产品,片剂,150ml瓶瓶签,张,1,
AHF17037,0,汤臣倍健（R）B族维生素泡腾片,产品,,4.0g/片*18片/瓶*150瓶/箱,瓶,1,
D.A.03.DA03537,0,汤臣倍健牛初乳加钙咀嚼片试吃装（20袋）彩盒,产品,其他,180mm*110mm*80mm,个,1,
A.A.01.04.AA010426,0.00037,汤臣倍健铁叶酸片（60片）电商装,产品,片剂,500mg/片×60片/瓶,瓶,96,42
E.A.09.01.EA090131A,0,健乐多蛋白纤维营养奶昔（固体饮料）（燕麦味）（680g）标签,产品,其他,380*145mm,张,1,
A.A.06.01.AA060102Y,0,健力多氨糖软骨素钙片（40片*3瓶+20片*2瓶）促销装,产品,礼盒,（1.02g/片×40片/瓶X3瓶+1.02g/片×20片/瓶×2瓶）/盒,盒,1,
AHF17035,0,汤臣倍健（R）维生素C泡腾片(百香果味),产品,,4.0g/片*18片/瓶*150瓶/箱,瓶,1,
D.A.02.DA02162,0,汤臣倍健牛初乳加钙咀嚼片2片装铝箔袋,产品,其他,60mm*80mm,个,1,
D.B.01.DB01551,0,健之宝进口200cc纸箱,产品,其他,长38cm，宽25.5cm，高12.5cm,个,1,
E.A.06.01.EA060101X,0,汤臣倍健健力多氨糖软骨素钙片（60片）标签,产品,其他,（1.02g/片*60片）/瓶,张,1,0
D.A.03.DA03538,0,健力多氨糖软骨素钙片（60片）彩盒,产品,其他,（1.02g/片*60片）/瓶/盒,个,1,
A.A.06.01.AA060101X,0.000676,汤臣倍健健力多氨糖软骨素钙片（60片）,产品,片剂,1.02g/片*60片/瓶*1瓶/盒,盒,36,54
F.A.32.FA33202,0,健乐多体脂称2.0,促销物料,其他,体脂称S5,个,1,1
D.A.03.DA03536,0,天然博士多种维生素矿物质片（孕妇乳母）（60片）彩盒,产品,其他,82mm*68mm*137mm,个,1,
A.A.13.01.AA130116,0.001221,天然博士多种维生素矿物质片（孕妇乳母）（60片）,产品,片剂,1.24g/片×60片/瓶×1瓶/盒 ,盒,24,48
E.A.13.01.EA130116,0,天然博士多种维生素矿物质片（孕妇乳母）（60片）瓶签,产品,其他,156mm*69mm,张,1,
E.A.07.01.EA070112,0,无限能红景天胶囊（60粒）瓶签,产品,其他,15.5cm*7cm,张,1,
A.A.07.01.AA070112,0,无限能红景天胶囊(60粒),产品,硬胶囊,400mg/粒*60粒/瓶,瓶,1,
E.A.06.01.EA060106B,0,汤臣倍健健力多牛乳钙压片糖果电商装（60片，本品不单独销售）-标签,赠品,片剂,规格同 150ml白瓶瓶签,张,1,
F.A.32.FA33201,4.00E-05,健力多70天关爱超值装新品上市海报(180+100片）,促销物料,其他,--,张,500,40
A.A.09.01.AA090130B,0.014189,健乐多乳清蛋白酪蛋白固体饮料（香草味）（2.5kg）,产品,粉剂,2.5kg/罐,罐,4,16
A.A.06.01.AA060106A,0.000368,汤臣倍健健力多牛乳钙压片糖果电商装（60片）,产品,片剂,1.2g/片*60片/瓶,瓶,96,42
E.A.09.01.EA090130B,0,健乐多乳清蛋白酪蛋白固体饮料（香草味）（2.5kg）标签,产品,其他,同健乐多7500ml（DA01190）罐的罐签,张,1,
E.A.06.01.EA060106A,0,汤臣倍健健力多牛乳钙压片糖果电商装（60片）-标签,产品,片剂,规格同 150ml白瓶瓶签,张,1,0
A.A.06.01.AA060106B,0.000367,汤臣倍健健力多牛乳钙压片糖果电商装（60片，本品不单独销售）,产品,片剂,1.2g/片*60片/瓶,瓶,96,42
F.A.32.FA33194,0,健乐多左旋肉碱茶多酚荷叶片（56片）+生咖啡粉压片糖果（30片）组合促销装标签,促销物料,其他,8*5cm,张,1,1
F.A.32.FA33198,0,健乐多左旋肉碱茶多酚荷叶片（30片）*3瓶促销装标签,促销物料,其他,8*5cm,张,1,1
F.A.32.FA33193,0.002331,健乐多粉色水杯（700ml）2.0,促销物料,其他,粉色700ml,个,80,12
F.A.32.FA33195,0,健乐多左旋肉碱茶多酚荷叶片（150片）*2瓶促销装标签,促销物料,其他,8*5cm,张,1,1
F.A.32.FA33196,0,健乐多蛋白纤维营养奶昔（固体饮料）（榛子味）（420gX2罐）+左旋肉碱茶多酚荷叶片（30片）组合促销装标签,促销物料,其他,8*5cm,张,1,1
F.A.32.FA33197,0,健乐多左旋肉碱茶多酚荷叶片（150片X2瓶+30片X2瓶）组合促销装标签,促销物料,其他,8*5cm,张,1,1
A.A.11.01.AA110122,0.000253,自然之宝维生素C片（60片）,产品,片剂,1.2g/片×60片/瓶,瓶,96,30
A.A.07.01.AA070106B,0,无限能人参马鹿茸胶囊盒装,产品,硬胶囊,400mg/粒*60粒/瓶*1瓶/盒,盒,1,
F.A.32.FA33192,0,健力多旗舰店17年12月合作款快递随箱胶贴,促销物料,其他,--,张,1,1
ADS17046,0,玛咖人参片（压片糖果）,产品,,1.0g/片*60片/瓶*112瓶/箱,瓶,1,
A.A.09.01.AA090125C,0,健乐多蛋白纤维营养奶昔（固体饮料）（榛子味）（680g）,产品,粉剂,680g/罐,罐,1,
F.A.32.FA33200,0,无限能3+3礼盒（捉妖记合作款）,促销物料,其他,--,个,1,1
F.A.32.FA33191,0,健力多旗舰店17年12月合作款DM单,促销物料,其他,--,张,1,1
E.A.09.01.EA090125C,0,健乐多蛋白纤维营养奶昔（固体饮料）（榛子味）（680g）标签,产品,其他,380*145mm,张,1,
F.A.32.FA33199,0,无限能环保袋,促销物料,其他,42cm*40cm*10cm,个,1,1
E.A.11.01.EA110122,0,自然之宝维生素C片（60片）标签,产品,,60片/瓶,张,1,
E.A.07.01.EA070109L,0,无限能三七丹参胶囊电商专供赠品装（30粒）标签,产品,其他,15.5cm*7cm,张,1,
A.A.07.01.AA070109L,0,无限能三七丹参胶囊电商专供赠品装（30粒）,产品,硬胶囊,450mg/粒*30粒/瓶,瓶,96,
E.A.01.02.EA010219A,0,汤臣倍健钙维生素D软胶囊（200粒）标签,产品,其他,500ml瓶瓶签,张,1,
E.A.01.02.EA010219D,0,汤臣倍健钙维生素D软胶囊（100粒，不单独销售）标签,赠品,其他,250ml瓶瓶签,张,1,
E.A.01.02.EA010219E,0,汤臣倍健钙维生素D软胶囊（200粒，不单独销售）标签,赠品,其他,500ml瓶瓶签,张,1,
A.A.13.01.AA130115,0.001059,天然博士维生素D软胶囊（40粒）,产品,软胶囊,250mg/粒×40粒/瓶×1瓶/盒 ,盒,24,48
E.A.01.02.EA010219B,0,汤臣倍健钙维生素D软胶囊小包装（30粒）标签,赠品,其他,120ml瓶瓶签,张,1,
D.A.03.DA03535,0,汤臣倍健钙维生素D软胶囊优惠装（200粒+100粒）彩盒,产品,其他,265mm×79mm×189mm,个,1,
ADS17033,0,有机蛋白营养粉固体饮料,产品,,400g/罐*9罐/箱,罐,1,
E.A.13.01.EA130115,0,天然博士维生素D软胶囊（40粒）瓶签,产品,其他,155*57mm,张,1,
A.A.01.02.AA010219C,0,汤臣倍健钙维生素D软胶囊优惠装（200粒+100粒）,产品,礼盒,（1000mg/粒*200粒/瓶×1瓶+1000mg/粒*100粒/瓶×1瓶）/盒,盒,1,
A.A.01.02.AA010219D,0,汤臣倍健钙维生素D软胶囊（100粒，不单独销售）,产品,软胶囊,1000mg/粒×100粒/瓶,瓶,1,
A.A.01.02.AA010219E,0,汤臣倍健钙维生素D软胶囊（200粒，不单独销售）,产品,软胶囊,1000mg/粒×200粒/瓶,瓶,1,
D.A.03.DA03534,0,天然博士维生素D软胶囊（40粒）彩盒,产品,其他,82mm*68mm*137mm,个,1,
