仓库编码,仓库名称,Eas仓库ID,仓库属性,仓库分类,仓库类型,仓库状态,仓库品质,所属物理仓,库存组织,线上/线下,默认退货仓,近效期调入仓,虚拟逻辑仓,是否BC共仓,转合格入库仓,备注,创建人,创建时间,更新时间,更新人,计费组织,计费组织类型,计费组织名称,计费组织id
6115,广州麦优产成品（嘉兴）不合格仓,6115,产成品,逻辑仓,TCBJ-B仓,有效,不合格,嘉兴仓,广州麦优网络科技有限公司,线下,否,,不开启,否,,0830-xiaoyuan,SAP,2025-08-29 13:30:34,2025-08-30 15:34:35,xiaoyuan-0830,CN07,,广州麦优网络科技有限公司,1416674966979743746
6114,广州麦优产成品（北京）不合格仓,6114,产成品,逻辑仓,TCBJ-B仓,有效,不合格,北京仓,广州麦优网络科技有限公司,线下,否,,不开启,否,,0830-xiaoyuan,SAP,2025-08-29 13:30:34,2025-08-30 15:34:35,xiaoyuan-0830,CN07,,广州麦优网络科技有限公司,1416674966979743746
6113,广州麦优产成品（北京）待处理仓,6113,产成品,逻辑仓,TCBJ-B仓,有效,待处理,北京仓,广州麦优网络科技有限公司,线下,否,,不开启,否,,0830-xiaoyuan,SAP,2025-08-29 13:30:34,2025-08-30 15:34:35,xiaoyuan-0830,CN07,,广州麦优网络科技有限公司,1416674966979743746
6112,广州麦优产成品（北京）合格仓,6112,产成品,逻辑仓,TCBJ-B仓,有效,合格,北京仓,广州麦优网络科技有限公司,线下,否,,不开启,否,,0830-xiaoyuan,SAP,2025-08-29 13:30:34,2025-08-30 15:34:35,xiaoyuan-0830,CN07,,广州麦优网络科技有限公司,1416674966979743746
6111,广州麦优产成品（成都）不合格仓,6111,产成品,逻辑仓,TCBJ-B仓,有效,不合格,成都仓,广州麦优网络科技有限公司,线上,否,,不开启,否,,0830-xiaoyuan,SAP,2025-08-29 13:30:34,2025-08-30 15:34:35,xiaoyuan-0830,CN07,,广州麦优网络科技有限公司,1416674966979743746
6110,广州麦优产成品（成都）待处理仓,6110,产成品,逻辑仓,TCBJ-B仓,有效,待处理,成都仓,广州麦优网络科技有限公司,线上,否,,不开启,否,,0830-xiaoyuan,SAP,2025-08-29 13:30:33,2025-08-30 15:34:35,xiaoyuan-0830,CN07,,广州麦优网络科技有限公司,1416674966979743746
6109,广州麦优产成品（成都）合格仓,6109,产成品,逻辑仓,TCBJ-B仓,有效,合格,成都仓,广州麦优网络科技有限公司,线上,否,,不开启,否,,0830-xiaoyuan,SAP,2025-08-29 13:30:33,2025-08-30 15:34:35,xiaoyuan-0830,CN07,,广州麦优网络科技有限公司,1416674966979743746
6108,广州麦优产成品（武汉）不合格仓,6108,产成品,逻辑仓,TCBJ-B仓,有效,不合格,武汉仓,广州麦优网络科技有限公司,线上,否,,不开启,否,,0830-xiaoyuan,SAP,2025-08-29 13:30:33,2025-08-30 15:34:35,xiaoyuan-0830,CN07,,广州麦优网络科技有限公司,1416674966979743746
6107,广州麦优产成品（武汉）待处理仓,6107,产成品,逻辑仓,TCBJ-B仓,有效,待处理,武汉仓,广州麦优网络科技有限公司,线上,否,,不开启,否,,0830-xiaoyuan,SAP,2025-08-29 13:30:33,2025-08-30 15:34:35,xiaoyuan-0830,CN07,,广州麦优网络科技有限公司,1416674966979743746
6106,广州麦优产成品（武汉）合格仓,6106,产成品,逻辑仓,TCBJ-B仓,有效,合格,武汉仓,广州麦优网络科技有限公司,线下,否,,不开启,否,,0830-xiaoyuan,SAP,2025-08-29 13:30:33,2025-08-30 15:34:35,xiaoyuan-0830,CN07,,广州麦优网络科技有限公司,1416674966979743746
6105,广州麦优产成品（珠海）不合格仓,6105,产成品,逻辑仓,TCBJ-B仓,有效,不合格,珠海仓,广州麦优网络科技有限公司,线上,否,,不开启,否,,0830-xiaoyuan,SAP,2025-08-29 13:30:33,2025-08-30 18:12:40,yinxi,CN07,,广州麦优网络科技有限公司,1416674966979743746
6104,广州麦优产成品（珠海）待处理仓,6104,产成品,逻辑仓,TCBJ-B仓,有效,待处理,珠海仓,广州麦优网络科技有限公司,线上,否,,不开启,否,,0830-xiaoyuan,SAP,2025-08-29 13:30:33,2025-08-30 15:34:35,xiaoyuan-0830,CN07,,广州麦优网络科技有限公司,1416674966979743746
6103,广州麦优产成品（珠海）合格仓,6103,产成品,逻辑仓,TCBJ-B仓,有效,合格,珠海仓,广州麦优网络科技有限公司,线上,否,,不开启,否,,0830-xiaoyuan,SAP,2025-08-29 13:30:33,2025-08-30 15:34:35,xiaoyuan-0830,CN07,,广州麦优网络科技有限公司,1416674966979743746
6102,广州麦优成品（珠海京东）待处理仓,6102,产成品,逻辑仓,TCBJ-B仓,有效,待处理,珠海京东仓,广州麦优网络科技有限公司,线下,否,,不开启,否,,0830-xiaoyuan,SAP,2025-08-29 13:30:33,2025-09-04 09:01:46,,CN07,,广州麦优网络科技有限公司,1416674966979743746
6101,广州麦优产成品（珠海京东）合格仓,6101,产成品,逻辑仓,TCBJ-B仓,有效,合格,珠海京东仓,广州麦优网络科技有限公司,线下,否,,不开启,否,,0830-xiaoyuan,SAP,2025-08-29 13:30:33,2025-08-30 15:34:35,xiaoyuan-0830,CN07,,广州麦优网络科技有限公司,1416674966979743746
6100,广州麦优调整仓,6100,产成品,逻辑仓,TCBJ-B仓,有效,其他,珠海仓,广州麦优网络科技有限公司,线上,否,,开启,否,,0830-xiaoyuan,SAP,2025-08-29 13:30:33,2025-08-30 15:34:35,xiaoyuan-0830,CN07,,广州麦优网络科技有限公司,1416674966979743746
5969,佰悦电商产成品（嘉兴）合格在途仓,5969,产成品,在途仓,TCBJ-B仓,有效,合格,嘉兴仓,广东佰悦网络科技有限公司,线下,否,,不开启,否,,,SAP,2025-08-29 13:30:29,2025-08-30 11:16:47,SAP,CN05,,广东佰悦网络科技有限公司,1416674966979743744
5968,佰悦电商产成品（嘉兴）合格仓,5968,产成品,逻辑仓,TCBJ-B仓,有效,合格,嘉兴仓,广东佰悦网络科技有限公司,线下,否,,不开启,否,,0830-xiaoyuan,SAP,2025-08-29 13:30:29,2025-08-30 15:34:39,xiaoyuan-0830,CN05,,广东佰悦网络科技有限公司,1416674966979743744
5967,佰悦电商产成品（嘉兴）待处理仓,5967,产成品,逻辑仓,TCBJ-B仓,有效,待处理,嘉兴仓,广东佰悦网络科技有限公司,线下,否,,不开启,否,,0830-xiaoyuan,SAP,2025-08-29 13:30:29,2025-08-30 15:34:39,xiaoyuan-0830,CN05,,广东佰悦网络科技有限公司,1416674966979743744
5966,佰悦电商产成品（嘉兴）不合格仓,5966,产成品,逻辑仓,TCBJ-B仓,有效,不合格,嘉兴仓,广东佰悦网络科技有限公司,线下,否,,不开启,否,,0830-xiaoyuan,SAP,2025-08-29 13:30:29,2025-08-30 15:34:39,xiaoyuan-0830,CN05,,广东佰悦网络科技有限公司,1416674966979743744
5965,LS电商大贸嘉兴合格在途仓B,5965,产成品,在途仓,TCBJ-B仓,有效,合格,嘉兴仓,广东佰悦网络科技有限公司,线下,否,,不开启,否,,0830-xiaoyuan,SAP,2025-08-29 13:30:29,2025-08-30 13:21:43,xiaoyuan-0830,CN05,,广东佰悦网络科技有限公司,1416674966979743744
5964,LS电商大贸嘉兴合格仓B,5964,产成品,逻辑仓,TCBJ-B仓,有效,合格,嘉兴仓,广东佰悦网络科技有限公司,线下,否,,不开启,否,,0830-xiaoyuan,SAP,2025-08-29 13:30:29,2025-08-30 13:21:43,xiaoyuan-0830,CN05,,广东佰悦网络科技有限公司,1416674966979743744
5963,LS电商大贸嘉兴待处理仓B,5963,产成品,逻辑仓,TCBJ-B仓,有效,待处理,嘉兴仓,广东佰悦网络科技有限公司,线下,否,,不开启,否,,,SAP,2025-08-29 13:30:29,2025-08-30 11:16:47,SAP,CN05,,广东佰悦网络科技有限公司,1416674966979743744
5962,LS电商大贸嘉兴不合格仓B,5962,产成品,逻辑仓,TCBJ-B仓,有效,不合格,嘉兴仓,广东佰悦网络科技有限公司,线下,否,,不开启,否,,,SAP,2025-08-29 13:30:29,2025-08-30 11:16:47,SAP,CN05,,广东佰悦网络科技有限公司,1416674966979743744
5959,LS电商大贸北京不合格仓B,5959,产成品,逻辑仓,TCBJ-B仓,有效,不合格,北京仓,广东佰悦网络科技有限公司,线下,否,,不开启,否,,0830-xiaoyuan,SAP,2025-08-29 13:30:28,2025-09-04 09:01:45,,CN05,,广东佰悦网络科技有限公司,1416674966979743744
5957,LS电商大贸北京待处理仓B,5957,产成品,逻辑仓,TCBJ-B仓,有效,待处理,北京仓,广东佰悦网络科技有限公司,线下,否,,不开启,否,,0830-xiaoyuan,SAP,2025-08-29 13:30:28,2025-09-04 09:01:45,,CN05,,广东佰悦网络科技有限公司,1416674966979743744
5955,LS电商大贸产成品（北京）合格仓,5955,产成品,逻辑仓,TCBJ-B仓,有效,合格,北京仓,广东佰悦网络科技有限公司,线下,否,,不开启,否,,0830-xiaoyuan,SAP,2025-08-29 13:30:28,2025-08-30 15:34:38,xiaoyuan-0830,CN05,,广东佰悦网络科技有限公司,1416674966979743744
5954,LS电商大贸北京合格在途仓B,5954,产成品,在途仓,TCBJ-B仓,有效,合格,北京仓,广东佰悦网络科技有限公司,线下,否,,不开启,否,,0830,SAP,2025-08-29 13:30:28,2025-09-04 09:01:44,,CN05,,广东佰悦网络科技有限公司,1416674966979743744
5943,佰悦产成品索赔仓,5943,产成品,逻辑仓,TCBJ-C仓,有效,claim,珠海工厂-电商,广东佰悦网络科技有限公司,线上,否,,开启,否,,,SAP,2025-09-12 16:02:46,2025-09-19 17:52:30,suxp,CN05,,广东佰悦网络科技有限公司,1416674966979743744
5942,LS电商大贸武汉不合格仓B,5942,产成品,逻辑仓,TCBJ-B仓,有效,不合格,武汉仓,广东佰悦网络科技有限公司,线下,否,,不开启,否,,0830-xiaoyuan,SAP,2025-08-29 13:30:28,2025-09-04 09:01:44,,CN05,,广东佰悦网络科技有限公司,1416674966979743744
5941,佰悦（珠海京东）索赔仓,5941,产成品,逻辑仓,TCBJ-B仓,有效,claim,珠海京东仓,广东佰悦网络科技有限公司,线下,否,,11,否,,,SAP,2025-09-12 15:02:45,2025-09-12 17:24:24,yinxi,CN05,,广东佰悦网络科技有限公司,1416674966979743744
5940,LS电商大贸武汉待处理仓B,5940,产成品,逻辑仓,TCBJ-B仓,有效,待处理,武汉仓,广东佰悦网络科技有限公司,线下,否,,不开启,否,,0830-xiaoyuan,SAP,2025-08-29 13:30:28,2025-09-04 09:01:44,,CN05,,广东佰悦网络科技有限公司,1416674966979743744
5939,LS电商大贸产成品（武汉）合格仓,5939,产成品,逻辑仓,TCBJ-B仓,有效,合格,武汉仓,广东佰悦网络科技有限公司,线下,否,,不开启,否,,0830-xiaoyuan,SAP,2025-08-29 13:30:28,2025-08-30 15:34:38,xiaoyuan-0830,CN05,,广东佰悦网络科技有限公司,1416674966979743744
5938,LS电商大贸武汉合格在途仓B,5938,产成品,在途仓,TCBJ-B仓,有效,合格,武汉仓,广东佰悦网络科技有限公司,线下,否,,不开启,否,,0830,SAP,2025-08-29 13:30:28,2025-09-04 09:01:44,,CN05,,广东佰悦网络科技有限公司,1416674966979743744
5937,LS电商大贸珠海工厂不合格仓B,5937,产成品,逻辑仓,TCBJ-B仓,有效,不合格,珠海仓,广东佰悦网络科技有限公司,线下,否,,不开启,否,,0830-xiaoyuan,SAP,2025-08-29 13:30:28,2025-09-04 09:01:44,,CN05,,广东佰悦网络科技有限公司,1416674966979743744
5936,LS电商大贸珠海工厂待处理仓B,5936,产成品,逻辑仓,TCBJ-B仓,有效,待处理,珠海仓,广东佰悦网络科技有限公司,线下,否,,不开启,否,,0830-xiaoyuan,SAP,2025-08-29 13:30:28,2025-09-04 09:01:44,,CN05,,广东佰悦网络科技有限公司,1416674966979743744
5935,LS电商大贸产成品（珠海）合格仓,5935,产成品,逻辑仓,TCBJ-B仓,有效,合格,珠海仓,广东佰悦网络科技有限公司,线下,否,,不开启,否,,0830-xiaoyuan,SAP,2025-08-29 13:30:28,2025-08-30 15:34:38,xiaoyuan-0830,CN05,,广东佰悦网络科技有限公司,1416674966979743744
5934,佰悦（武汉）索赔仓,5934,产成品,逻辑仓,TCBJ-B仓,有效,claim,武汉仓,广东佰悦网络科技有限公司,线下,否,,不开启,否,,,SAP,2025-08-29 13:30:28,2025-09-12 13:02:44,,CN05,,广东佰悦网络科技有限公司,1416674966979743744
5933,LS电商大贸珠海顺丰不合格仓B,5933,产成品,逻辑仓,TCBJ-B仓,有效,不合格,华南顺丰仓,广东佰悦网络科技有限公司,线下,否,,不开启,否,,0830-xiaoyuan,SAP,2025-08-29 13:30:28,2025-09-04 09:01:44,,CN05,,广东佰悦网络科技有限公司,1416674966979743744
5932,佰悦（成都）索赔仓,5932,产成品,逻辑仓,TCBJ-B仓,有效,claim,成都仓,广东佰悦网络科技有限公司,线下,否,,开启,否,,,SAP,2025-08-29 13:30:28,2025-09-12 13:02:43,,CN05,,广东佰悦网络科技有限公司,1416674966979743744
5931,LS电商大贸珠海顺丰待处理仓B,5931,产成品,逻辑仓,TCBJ-B仓,有效,待处理,华南顺丰仓,广东佰悦网络科技有限公司,线下,否,,不开启,否,,0830-xiaoyuan,SAP,2025-08-29 13:30:28,2025-09-04 09:01:44,,CN05,,广东佰悦网络科技有限公司,1416674966979743744
5930,佰悦（嘉兴）索赔仓,5930,产成品,逻辑仓,TCBJ-B仓,有效,claim,嘉兴仓,广东佰悦网络科技有限公司,线下,否,,开启,否,,,SAP,2025-08-29 13:30:28,2025-09-12 13:02:43,,CN05,,广东佰悦网络科技有限公司,1416674966979743744
5929,LS电商大贸珠海顺丰合格仓B,5929,产成品,逻辑仓,TCBJ-B仓,有效,合格,华南顺丰仓,广东佰悦网络科技有限公司,线下,否,,不开启,否,,0830-xiaoyuan,SAP,2025-08-29 13:30:28,2025-09-04 09:01:43,,CN05,,广东佰悦网络科技有限公司,1416674966979743744
5928,LS电商大贸珠海顺丰合格在途仓B,5928,产成品,在途仓,TCBJ-B仓,有效,合格,华南顺丰仓,广东佰悦网络科技有限公司,线下,否,,不开启,否,,0830,SAP,2025-08-29 13:30:28,2025-09-04 09:01:43,,CN05,,广东佰悦网络科技有限公司,1416674966979743744
5927,佰悦电商产成品（北京）不合格仓,5927,产成品,逻辑仓,TCBJ-B仓,有效,不合格,北京仓,广东佰悦网络科技有限公司,线下,否,,不开启,否,,0830-xiaoyuan,SAP,2025-08-29 13:30:28,2025-08-30 15:34:38,xiaoyuan-0830,CN05,,广东佰悦网络科技有限公司,1416674966979743744
5926,佰悦电商产成品（北京）待处理仓,5926,产成品,逻辑仓,TCBJ-B仓,有效,待处理,北京仓,广东佰悦网络科技有限公司,线下,否,,不开启,,,0830-xiaoyuan,SAP,2025-08-29 13:30:28,2025-08-30 15:34:38,xiaoyuan-0830,CN05,,广东佰悦网络科技有限公司,1416674966979743744
5925,佰悦电商产成品（北京）合格仓,5925,产成品,逻辑仓,TCBJ-B仓,有效,合格,北京仓,广东佰悦网络科技有限公司,线下,否,,不开启,,,0830-xiaoyuan,SAP,2025-08-29 13:30:28,2025-08-30 15:34:38,xiaoyuan-0830,CN05,,广东佰悦网络科技有限公司,1416674966979743744
5924,佰悦电商产成品（北京）在途仓,5924,产成品,逻辑仓,TCBJ-C仓,有效,合格,北京仓,广东佰悦网络科技有限公司,线下,否,,开启,否,,0830-xiaoyuan,SAP,2025-08-29 13:30:28,2025-09-10 14:53:08,ec_it,CN05,,广东佰悦网络科技有限公司,1416674966979743744
5923,佰悦电商产成品（成都）不合格仓,5923,产成品,逻辑仓,TCBJ-B仓,有效,不合格,成都仓,广东佰悦网络科技有限公司,线下,否,,不开启,否,,0830-xiaoyuan,SAP,2025-08-29 13:30:27,2025-08-30 15:34:38,xiaoyuan-0830,CN05,,广东佰悦网络科技有限公司,1416674966979743744
5922,佰悦电商产成品（成都）合格仓,5922,产成品,逻辑仓,TCBJ-B仓,有效,合格,成都仓,广东佰悦网络科技有限公司,线下,否,,不开启,,,0830-xiaoyuan,SAP,2025-08-29 13:30:27,2025-08-30 15:34:38,xiaoyuan-0830,CN05,,广东佰悦网络科技有限公司,1416674966979743744
5921,佰悦电商产成品（华南）不合格仓,5921,产成品,逻辑仓,TCBJ-B仓,有效,不合格,华南仓,广东佰悦网络科技有限公司,线下,否,,不开启,否,,0830-xiaoyuan,SAP,2025-08-29 13:30:27,2025-08-30 15:34:38,xiaoyuan-0830,CN05,,广东佰悦网络科技有限公司,1416674966979743744
5920,佰悦电商产成品（华南）待处理仓,5920,产成品,逻辑仓,TCBJ-B仓,有效,待处理,华南仓,广东佰悦网络科技有限公司,线下,否,,不开启,否,,0830-xiaoyuan,SAP,2025-08-29 13:30:27,2025-08-30 15:34:38,xiaoyuan-0830,CN05,,广东佰悦网络科技有限公司,1416674966979743744
5919,佰悦电商产成品（华南）合格仓,5919,产成品,逻辑仓,TCBJ-B仓,有效,合格,华南仓,广东佰悦网络科技有限公司,线下,否,,不开启,否,,0830-xiaoyuan,SAP,2025-08-29 13:30:27,2025-08-30 15:34:38,xiaoyuan-0830,CN05,,广东佰悦网络科技有限公司,1416674966979743744
5918,佰悦电商成品（华南顺丰）不合格仓,5918,产成品,逻辑仓,TCBJ-B仓,有效,不合格,华南顺丰仓,广东佰悦网络科技有限公司,线下,否,,不开启,否,,0830-xiaoyuan,SAP,2025-08-29 13:30:27,2025-09-04 09:01:44,,CN05,,广东佰悦网络科技有限公司,1416674966979743744
5917,佰悦（北京）索赔仓,5917,产成品,逻辑仓,TCBJ-B仓,有效,claim,北京仓,广东佰悦网络科技有限公司,线下,否,,开启,否,,,SAP,2025-08-29 13:30:27,2025-09-12 13:02:43,,CN05,,广东佰悦网络科技有限公司,1416674966979743744
5916,佰悦电商成品（华南顺丰）待处理仓,5916,产成品,逻辑仓,TCBJ-B仓,有效,待处理,华南顺丰仓,广东佰悦网络科技有限公司,线下,否,,不开启,否,,0830-xiaoyuan,SAP,2025-08-29 13:30:27,2025-09-04 09:01:44,,CN05,,广东佰悦网络科技有限公司,1416674966979743744
5915,佰悦（珠海）索赔仓,5915,产成品,逻辑仓,TCBJ-B仓,有效,claim,珠海仓,广东佰悦网络科技有限公司,线下,否,,11,否,,,SAP,2025-08-29 13:30:27,2025-09-12 17:23:43,,CN05,,广东佰悦网络科技有限公司,1416674966979743744
5914,佰悦电商产成品（华南顺丰）合格仓,5914,产成品,逻辑仓,TCBJ-B仓,有效,合格,华南顺丰仓,广东佰悦网络科技有限公司,线下,否,,不开启,否,,0830-xiaoyuan,SAP,2025-08-29 13:30:27,2025-08-30 15:34:38,xiaoyuan-0830,CN05,,广东佰悦网络科技有限公司,1416674966979743744
5913,佰悦电商成品(华南顺丰)合格在途,5913,产成品,在途仓,TCBJ-B仓,有效,合格,华南顺丰仓,广东佰悦网络科技有限公司,线下,否,,不开启,否,,0830,SAP,2025-08-29 13:30:27,2025-09-04 09:01:43,,CN05,,广东佰悦网络科技有限公司,1416674966979743744
5912,佰悦电商产成品（武汉）不合格仓,5912,产成品,逻辑仓,TCBJ-B仓,有效,不合格,武汉仓,广东佰悦网络科技有限公司,线下,否,,不开启,否,,0830-xiaoyuan,SAP,2025-08-29 13:30:27,2025-08-30 18:12:49,yinxi,CN05,,广东佰悦网络科技有限公司,1416674966979743744
5911,佰悦电商产成品（武汉）待处理仓,5911,产成品,逻辑仓,TCBJ-B仓,有效,待处理,武汉仓,广东佰悦网络科技有限公司,线下,否,,不开启,否,,0830-xiaoyuan,SAP,2025-08-29 13:30:27,2025-08-30 15:34:38,xiaoyuan-0830,CN05,,广东佰悦网络科技有限公司,1416674966979743744
5910,佰悦电商产成品（武汉）合格仓,5910,产成品,逻辑仓,TCBJ-B仓,有效,合格,武汉仓,广东佰悦网络科技有限公司,线下,否,,不开启,否,,0830-xiaoyuan,SAP,2025-08-29 13:30:27,2025-08-30 15:34:38,xiaoyuan-0830,CN05,,广东佰悦网络科技有限公司,1416674966979743744
5909,佰悦电商产成品（武汉）合格在途仓,5909,产成品,在途仓,TCBJ-B仓,有效,合格,武汉仓,广东佰悦网络科技有限公司,线下,否,,不开启,否,,0830,SAP,2025-08-29 13:30:27,2025-08-30 16:18:08,xiaoyuan0830,CN05,,广东佰悦网络科技有限公司,1416674966979743744
5908,佰悦电商成品（珠海京东）待处理仓,5908,产成品,逻辑仓,TCBJ-B仓,有效,待处理,珠海京东仓,广东佰悦网络科技有限公司,线下,否,,不开启,否,,0830-xiaoyuan,SAP,2025-08-29 13:30:27,2025-09-04 09:01:44,,CN05,,广东佰悦网络科技有限公司,1416674966979743744
5907,佰悦电商产成品（珠海京东）合格仓,5907,产成品,逻辑仓,TCBJ-B仓,有效,合格,珠海京东仓,广东佰悦网络科技有限公司,线下,否,,不开启,否,,0830-xiaoyuan,SAP,2025-08-29 13:30:27,2025-08-30 15:34:38,xiaoyuan-0830,CN05,,广东佰悦网络科技有限公司,1416674966979743744
5904,佰悦电商珠海不合格仓,5904,产成品,逻辑仓,TCBJ-B仓,有效,不合格,珠海仓,广东佰悦网络科技有限公司,线下,否,,不开启,否,,0830-xiaoyuan,SAP,2025-08-29 13:30:27,2025-08-30 15:34:38,xiaoyuan-0830,CN05,,广东佰悦网络科技有限公司,1416674966979743744
5903,佰悦电商珠海待处理仓,5903,产成品,逻辑仓,TCBJ-B仓,有效,待处理,珠海仓,广东佰悦网络科技有限公司,线下,否,,不开启,否,,0830-xiaoyuan,SAP,2025-08-29 13:30:27,2025-08-30 15:34:37,xiaoyuan-0830,CN05,,广东佰悦网络科技有限公司,1416674966979743744
5901,佰悦电商珠海合格仓,5901,产成品,逻辑仓,TCBJ-B仓,有效,合格,珠海仓,广东佰悦网络科技有限公司,线下,否,,不开启,,,0830-xiaoyuan,SAP,2025-08-29 13:30:27,2025-08-30 15:34:37,xiaoyuan-0830,CN05,,广东佰悦网络科技有限公司,1416674966979743744
5900,佰悦电商珠海退货仓,5900,产成品,逻辑仓,TCBJ-B仓,有效,其他,珠海仓,广东佰悦网络科技有限公司,线下,是,,开启,,,0830-xiaoyuan,SAP,2025-08-29 13:30:27,2025-08-30 15:34:38,xiaoyuan-0830,CN05,,广东佰悦网络科技有限公司,1416674966979743744
5401,马来本地仓（2B）,5401,产成品,逻辑仓,TCBJ-C仓,有效,合格,珠海仓,麦优公共,线下,否,,不开启,否,,0830-xiaoyuan,SAP,2025-08-29 13:30:21,2025-09-26 15:02:37,,MY01,,PENTAVITE MALAYSIA SDN. BHD.,1415929557998108065
5107,PV INT珠海合格仓,5107,产成品,逻辑仓,TCBJ-B仓,有效,合格,珠海仓,PENTAVITE INTERNATIONAL COMPANY LIMITED,线下,否,PV INT珠海合格仓,不开启,否,,0830-xiaoyuan,SAP,2025-08-29 13:30:37,2025-09-26 15:02:29,,HK02,,PENTAVITE INTERNATIONAL COMPANY LIMITED,1415929557998108049
4124,股份食代说珠海京东在途仓,4124,产成品,逻辑仓,TCBJ-C仓,有效,合格,珠海工厂-电商,汤臣倍健股份有限公司,线上,否,,开启,否,,0830-xiaoyuan,SAP,2025-08-29 13:30:24,2025-09-26 15:01:48,,,,,
4123,股份麦优珠海神行在途仓,4123,产成品,逻辑仓,TCBJ-C仓,有效,合格,珠海神行-电商,汤臣倍健股份有限公司,线上,否,,开启,否,,0830-xiaoyuan,SAP,2025-08-29 13:30:24,2025-09-26 15:01:48,,,,,
4121,股份佰悦华北荣庆在途仓,4121,产成品,逻辑仓,TCBJ-C仓,有效,合格,北京仓,汤臣倍健股份有限公司,线下,否,,开启,否,,0830-xiaoyuan,SAP,2025-08-29 13:30:24,2025-09-26 15:01:47,,,,,
4117,股份嘉兴RDC合格在途仓,4117,产成品,在途仓,TCBJ-B仓,有效,合格,嘉兴仓,汤臣倍健股份有限公司,线下,否,,不开启,否,,0830-xiaoyuan,SAP,2025-08-29 13:30:03,2025-08-30 13:21:43,xiaoyuan-0830,CN01,,汤臣倍健股份有限公司,1416674966979743740
4116,股份嘉兴RDC待检在途仓,4116,产成品,在途仓,TCBJ-B仓,有效,待检,嘉兴仓,汤臣倍健股份有限公司,线下,否,,不开启,否,,0830-xiaoyuan,SAP,2025-08-29 13:30:03,2025-08-30 13:21:43,xiaoyuan-0830,CN01,,汤臣倍健股份有限公司,1416674966979743740
4115,股份产成品（药业嘉兴）合格仓,4115,产成品,逻辑仓,TCBJ-B仓,有效,合格,嘉兴仓,汤臣倍健股份有限公司,线下,否,,不开启,否,,0830-xiaoyuan,SAP,2025-08-29 13:30:22,2025-08-30 13:21:43,xiaoyuan-0830,CN04,,汤臣倍健药业有限公司,1416674966979743743
4114,股份产成品（嘉兴）退货调整仓,4114,产成品,逻辑仓,TCBJ-B仓,有效,claim,嘉兴仓,汤臣倍健股份有限公司,线下,否,,开启,否,,,SAP,2025-08-29 13:30:22,2025-08-30 11:16:46,SAP,CN01,,汤臣倍健股份有限公司,1416674966979743740
4113,股份产成品（嘉兴）实物调货仓,4113,产成品,逻辑仓,TCBJ-B仓,有效,合格,嘉兴仓,汤臣倍健股份有限公司,线下,否,,不开启,否,,0830-xiaoyuan,SAP,2025-08-29 13:30:22,2025-08-30 13:21:43,xiaoyuan-0830,CN01,,汤臣倍健股份有限公司,1416674966979743740
4112,股份产成品（嘉兴）合格仓,4112,产成品,逻辑仓,TCBJ-B仓,有效,合格,嘉兴仓,汤臣倍健股份有限公司,线下,否,,不开启,否,,0830-xiaoyuan,SAP,2025-08-29 13:30:03,2025-08-30 13:21:43,xiaoyuan-0830,CN01,,汤臣倍健股份有限公司,1416674966979743740
4111,股份产成品（嘉兴）待检仓,4111,产成品,逻辑仓,TCBJ-B仓,有效,待检,嘉兴仓,汤臣倍健股份有限公司,线下,否,,不开启,否,,,SAP,2025-08-29 13:30:03,2025-09-22 17:10:16,suxp,CN01,,汤臣倍健股份有限公司,1416674966979743740
4110,股份产成品（嘉兴）待处理仓,4110,产成品,逻辑仓,TCBJ-B仓,有效,待处理,嘉兴仓,汤臣倍健股份有限公司,线下,否,,不开启,否,,,SAP,2025-08-29 13:30:22,2025-08-30 11:16:46,SAP,CN01,,汤臣倍健股份有限公司,1416674966979743740
4109,股份产成品（嘉兴）不合格仓,4109,产成品,逻辑仓,TCBJ-B仓,有效,claim,嘉兴仓,汤臣倍健股份有限公司,线下,否,,开启,否,,,SAP,2025-08-29 13:30:22,2025-08-30 11:16:45,SAP,CN01,,汤臣倍健股份有限公司,1416674966979743740
4108,股份产成品（佰嘉嘉兴）合格仓,4108,产成品,逻辑仓,TCBJ-B仓,有效,合格,嘉兴仓,汤臣倍健股份有限公司,线下,否,,不开启,否,,0830-xiaoyuan,SAP,2025-08-29 13:30:22,2025-08-30 13:21:43,xiaoyuan-0830,CN03,,广东佰嘉药业有限公司,1416674966979743742
4107,股份（药业嘉兴）RDC合格在途仓,4107,产成品,在途仓,TCBJ-B仓,有效,合格,嘉兴仓,汤臣倍健股份有限公司,线下,否,,不开启,否,,0830-xiaoyuan,SAP,2025-08-29 13:30:22,2025-08-30 13:21:43,xiaoyuan-0830,CN04,,汤臣倍健药业有限公司,1416674966979743743
4106,股份（食代说嘉兴）合格仓,4106,产成品,逻辑仓,TCBJ-B仓,有效,合格,嘉兴仓,汤臣倍健股份有限公司,线下,否,,不开启,否,,0830-xiaoyuan,SAP,2025-08-29 13:30:22,2025-08-30 13:21:43,xiaoyuan-0830,CN08,,珠海食代说食品有限公司,1416674966979743747
4104,股份（佰嘉嘉兴）RDC合格在途仓,4104,产成品,在途仓,TCBJ-B仓,有效,合格,嘉兴仓,汤臣倍健股份有限公司,线下,否,,不开启,否,,0830-xiaoyuan,SAP,2025-08-29 13:30:22,2025-08-30 13:21:43,xiaoyuan-0830,CN03,,广东佰嘉药业有限公司,1416674966979743742
