商品长编码,商品名称,批次,仓库类型,仓库编码,仓库名称,库存组织,即时库存,可用库存,预占库存,锁定库存,待收数,生产日期,到期日期,销售预占,创建时间,更新时间,更新人
A.A.01.05.AA010508H,汤臣倍健牛初乳粉-超级飞侠装（60袋）,20231101V,,3.2.352,股份RDC南京佰健佛山共享仓,汤臣倍健股份有限公司,104,104,0,0,0,,,0,,,
A.A.13.01.AA130144,天然博士DHA藻油核桃油凝胶糖果盒装（60粒）,20231001D,,3.2.400,股份RDC佰悦华南共享仓,汤臣倍健股份有限公司,450,450,0,0,0,,,0,,,
A.A.13.01.AA130122,天然博士益生菌固体饮料（电商专供）盒装（20袋）,20231001D,,3.2.400,股份RDC佰悦华南共享仓,汤臣倍健股份有限公司,96,96,0,0,0,,,0,,,
A.A.13.01.AA130133,天然博士DHA藻油凝胶糖果Ⅰ型盒装（30粒）,20231001D,,3.2.400,股份RDC佰悦华南共享仓,汤臣倍健股份有限公司,888,888,0,0,0,,,0,,,
A.A.13.01.AA130142,天然博士钙铁锌多种维生素撒剂Ⅰ段罐装（30袋）,20231001D,,3.2.400,股份RDC佰悦华南共享仓,汤臣倍健股份有限公司,24,24,0,0,0,,,0,,,
A.A.13.01.AA130122G,天然博士益生菌固体饮料(5袋)电商专供盒装,20231001D,,3.2.400,股份RDC佰悦华南共享仓,汤臣倍健股份有限公司,2000,2000,0,0,0,,,0,,,
A.A.13.01.AA130141,天然博士钙铁锌多种维生素撒剂Ⅲ段罐装（30袋）,20231001D,,3.2.400,股份RDC佰悦华南共享仓,汤臣倍健股份有限公司,24,24,0,0,0,,,0,,,
A.A.13.01.AA130133F,天然博士DHA藻油凝胶糖果Ⅰ型盒装（60粒）,20231001D,,3.2.400,股份RDC佰悦华南共享仓,汤臣倍健股份有限公司,227,227,0,0,0,,,0,,,
A.A.13.01.AA130133C,天然博士DHA藻油凝胶糖果Ⅰ型（20粒）赠品装,20231001D,,3.2.400,股份RDC佰悦华南共享仓,汤臣倍健股份有限公司,888,888,0,0,0,,,0,,,
A.A.13.01.AA130140A,天然博士维生素D软胶囊(30粒)赠品装(8ug),20231001D,,3.2.400,股份RDC佰悦华南共享仓,汤臣倍健股份有限公司,72,72,0,0,0,,,0,,,
A.A.13.01.AA130144A,天然博士DHA藻油核桃油凝胶糖果小包装（6粒）,20231001D,,3.2.400,股份RDC佰悦华南共享仓,汤臣倍健股份有限公司,400,400,0,0,0,,,0,,,
A.A.13.01.AA130134B,天然博士鱼油DHA凝胶糖果（30粒）电商专供,20231001D,,3.2.400,股份RDC佰悦华南共享仓,汤臣倍健股份有限公司,122,122,0,0,0,,,0,,,
A.A.13.01.AA130136D,天然博士钙铁锌多种维生素撒剂Ⅱ段罐装（30袋）,20231001D,,3.2.400,股份RDC佰悦华南共享仓,汤臣倍健股份有限公司,24,24,0,0,0,,,0,,,
A.A.13.01.AA130122,天然博士益生菌固体饮料（电商专供）盒装（20袋）,20231001E,,BT14,佰腾电商荣庆佛山仓,广东佰腾药业有限公司,-11,-11,0,0,0,,,0,,,
A.A.13.01.AA130144,天然博士DHA藻油核桃油凝胶糖果盒装（60粒）,20230901D,,BT14,佰腾电商荣庆佛山仓,广东佰腾药业有限公司,-400,-400,0,0,0,,,0,,,
A.A.13.01.AA130133,天然博士DHA藻油凝胶糖果Ⅰ型盒装（30粒）,20231104G,,BT14,佰腾电商荣庆佛山仓,广东佰腾药业有限公司,-3129,-3129,0,0,0,,,0,,,
A.A.13.01.AA130133,天然博士DHA藻油凝胶糖果Ⅰ型盒装（30粒）,20230912E,,BT14,佰腾电商荣庆佛山仓,广东佰腾药业有限公司,-250,-250,0,0,0,,,0,,,
A.A.13.01.AA130133,天然博士DHA藻油凝胶糖果Ⅰ型盒装（30粒）,20231001A,,BT14,佰腾电商荣庆佛山仓,广东佰腾药业有限公司,-98,-98,0,0,0,,,0,,,
A.A.13.01.AA130133,天然博士DHA藻油凝胶糖果Ⅰ型盒装（30粒）,20231001D,,BT14,佰腾电商荣庆佛山仓,广东佰腾药业有限公司,-61,-61,0,0,0,,,0,,,
A.A.13.01.AA130133,天然博士DHA藻油凝胶糖果Ⅰ型盒装（30粒）,20231001E,,BT14,佰腾电商荣庆佛山仓,广东佰腾药业有限公司,-30,-30,0,0,0,,,0,,,
A.A.13.01.AA130142,天然博士钙铁锌多种维生素撒剂Ⅰ段罐装（30袋）,20230802A,,BT14,佰腾电商荣庆佛山仓,广东佰腾药业有限公司,-62,-62,0,0,0,,,0,,,
A.A.13.01.AA130141,天然博士钙铁锌多种维生素撒剂Ⅲ段罐装（30袋）,20230801A,,BT14,佰腾电商荣庆佛山仓,广东佰腾药业有限公司,-35,-35,0,0,0,,,0,,,
A.A.13.01.AA130122G,天然博士益生菌固体饮料(5袋)电商专供盒装,20231001E,,BT14,佰腾电商荣庆佛山仓,广东佰腾药业有限公司,-41,-41,0,0,0,,,0,,,
A.A.13.01.AA130122G,天然博士益生菌固体饮料(5袋)电商专供盒装,20231002P,,BT14,佰腾电商荣庆佛山仓,广东佰腾药业有限公司,-2163,-2163,0,0,0,,,0,,,
A.A.13.01.AA130133F,天然博士DHA藻油凝胶糖果Ⅰ型盒装（60粒）,20231001D,,BT14,佰腾电商荣庆佛山仓,广东佰腾药业有限公司,-162,-162,0,0,0,,,0,,,
A.A.13.01.AA130133F,天然博士DHA藻油凝胶糖果Ⅰ型盒装（60粒）,20231001E,,BT14,佰腾电商荣庆佛山仓,广东佰腾药业有限公司,-191,-191,0,0,0,,,0,,,
A.A.13.01.AA130133C,天然博士DHA藻油凝胶糖果Ⅰ型（20粒）赠品装,20230901E,,BT14,佰腾电商荣庆佛山仓,广东佰腾药业有限公司,-1362,-1362,0,0,0,,,0,,,
A.A.13.01.AA130133C,天然博士DHA藻油凝胶糖果Ⅰ型（20粒）赠品装,20231001E,,BT14,佰腾电商荣庆佛山仓,广东佰腾药业有限公司,-32,-32,0,0,0,,,0,,,
A.A.13.01.AA130140A,天然博士维生素D软胶囊(30粒)赠品装(8ug),20231001E,,BT14,佰腾电商荣庆佛山仓,广东佰腾药业有限公司,-72,-72,0,0,0,,,0,,,
A.A.13.01.AA130136D,天然博士钙铁锌多种维生素撒剂Ⅱ段罐装（30袋）,20231001A,,BT14,佰腾电商荣庆佛山仓,广东佰腾药业有限公司,-5,-5,0,0,0,,,0,,,
A.A.13.01.AA130136D,天然博士钙铁锌多种维生素撒剂Ⅱ段罐装（30袋）,20231001E,,BT14,佰腾电商荣庆佛山仓,广东佰腾药业有限公司,-19,-19,0,0,0,,,0,,,
A.A.13.01.AA130134B,天然博士鱼油DHA凝胶糖果（30粒）电商专供,20231001A,,BT14,佰腾电商荣庆佛山仓,广东佰腾药业有限公司,-238,-238,0,0,0,,,0,,,
A.A.13.01.AA130134B,天然博士鱼油DHA凝胶糖果（30粒）电商专供,20231001E,,BT14,佰腾电商荣庆佛山仓,广东佰腾药业有限公司,-91,-91,0,0,0,,,0,,,
A.A.13.01.AA130144A,天然博士DHA藻油核桃油凝胶糖果小包装（6粒）,20231001GZBT_G,,BT14,佰腾电商荣庆佛山仓,广东佰腾药业有限公司,-400,-400,0,0,0,,,0,,,
A.A.01.01.AA010189A,汤臣倍健B族维生素片（成人）电商专供小包装（30片）,20231005D,,3.2.352,股份RDC南京佰健佛山共享仓,汤臣倍健股份有限公司,800,800,0,0,0,,,0,,,
A.A.01.01.AA010103F,汤臣倍健蛋白营养粉（水果味）固体饮料（600g）,20231102F,,3.2.352,股份RDC南京佰健佛山共享仓,汤臣倍健股份有限公司,200,200,0,0,0,,,0,,,
A.A.01.05.AA010521F,汤臣倍健DHA藻油软胶囊优惠装（30粒×2）-超级飞侠装,20231104G,,3.2.352,股份RDC南京佰健佛山共享仓,汤臣倍健股份有限公司,1210,1210,0,0,0,,,0,,,
A.A.01.05.AA010508H,汤臣倍健牛初乳粉-超级飞侠装（60袋）,20231005D,,3.2.352,股份RDC南京佰健佛山共享仓,汤臣倍健股份有限公司,96,96,0,0,0,,,0,,,
A.A.01.10.AA011009,汤臣倍健耐力类运动营养粉乳清蛋白营养强化粉(香草味)（1360g）（升级版）,20231101A,,3.2.352,股份RDC南京佰健佛山共享仓,汤臣倍健股份有限公司,970,970,0,0,0,,,0,,,
F.A.39.FA39007,汤臣倍健全球旅游收纳6件套,230901-01,逻辑仓,YY052,药业官方商城（线上珠海）合格仓,汤臣倍健药业有限公司,739,739,0,0,0,,,0,,,
F.A.37.FA37329,健安适周大福足金兔转运珠,231101-01,逻辑仓,BJ001,佰嘉珠海合格仓,广东佰嘉药业有限公司,1,1,0,0,0,,,0,,,
A.A.01.05.AA010521F,汤臣倍健DHA藻油软胶囊优惠装（30粒×2）-超级飞侠装,20231104G,,3.2.520,股份RDC南京佰健神行太保共享仓,汤臣倍健股份有限公司,1200,1200,0,0,0,,,0,,,
A.A.01.01.AA010135,汤臣倍健富硒酵母片（60片）,20231001D,,3.2.520,股份RDC南京佰健神行太保共享仓,汤臣倍健股份有限公司,2006,2006,0,0,0,,,0,,,
A.A.01.03.AA010311,汤臣倍健大豆磷脂软胶囊（120粒）,20231101G,,3.2.520,股份RDC南京佰健神行太保共享仓,汤臣倍健股份有限公司,1000,1000,0,0,0,,,0,,,
A.A.01.01.AA010175D,汤臣倍健多种维生素咀嚼片(11-17岁)-超级飞侠（60片）,20231002D,,3.2.520,股份RDC南京佰健神行太保共享仓,汤臣倍健股份有限公司,2000,2000,0,0,0,,,0,,,
A.A.01.05.AA010508H,汤臣倍健牛初乳粉-超级飞侠装（60袋）,20231102V,逻辑仓,YY052,药业官方商城（线上珠海）合格仓,汤臣倍健药业有限公司,40,40,0,0,0,,,0,,,
A.A.01.02.AA010220AC,汤臣倍健钙维生素D维生素K软胶囊（100粒)彩盒装,20230101,逻辑仓,YY004,药业产成品（珠海）退货仓 ,汤臣倍健药业有限公司,29830,29830,0,0,0,,,0,,,
A.A.19.01.AA190112C,无限能破壁灵芝孢子粉胶囊（24粒，体验装）,20231001D,,3.2.520,股份RDC南京佰健神行太保共享仓,汤臣倍健股份有限公司,150,150,0,0,0,,,0,,,
A.A.24.01.AA240104A,维满C维生素C咀嚼片（4-13岁） （60片）,20230802D,,3.2.520,股份RDC南京佰健神行太保共享仓,汤臣倍健股份有限公司,696,696,0,0,0,,,0,,,
A.A.19.01.AA190112B,无限能破壁灵芝孢子粉胶囊（40粒）纸盒装,20231001D,,3.2.520,股份RDC南京佰健神行太保共享仓,汤臣倍健股份有限公司,200,200,0,0,0,,,0,,,
A.A.19.01.AA190112A,无限能破壁灵芝孢子粉胶囊（100粒）纸盒装,20230102D,,3.2.520,股份RDC南京佰健神行太保共享仓,汤臣倍健股份有限公司,50,50,0,0,0,,,0,,,
A.A.06.01.AA060101N,汤臣倍健健力多氨糖软骨素钙片40片电商装,20231122N,,3.2.520,股份RDC南京佰健神行太保共享仓,汤臣倍健股份有限公司,5004,5004,0,0,0,,,0,,,
A.A.06.01.AA060102N,汤臣倍健健力多氨糖软骨素钙片100片彩盒装,20231025N,,3.2.520,股份RDC南京佰健神行太保共享仓,汤臣倍健股份有限公司,1008,1008,0,0,0,,,0,,,
A.A.06.01.AA060101Q,汤臣倍健健力多氨糖软骨素钙片电商小包装（40片，本品不单独销售）,20231106D,,3.2.520,股份RDC南京佰健神行太保共享仓,汤臣倍健股份有限公司,6196,6196,0,0,0,,,0,,,
A.A.06.01.AA060102Q,汤臣倍健健力多氨糖软骨素钙片180片彩盒装-A,20231035N,,3.2.520,股份RDC南京佰健神行太保共享仓,汤臣倍健股份有限公司,1200,1200,0,0,0,,,0,,,
A.A.06.01.AA060117B,汤臣倍健健力多氨糖软骨素葛根片60片彩盒装,20221001D,,BY062,佰悦电商荣庆华东仓,广东佰悦网络科技有限公司,-2016,-2016,0,0,0,,,0,,,
A.A.19.01.AA190112C,无限能破壁灵芝孢子粉胶囊（24粒，体验装）,20231001D,,BY062,佰悦电商荣庆华东仓,广东佰悦网络科技有限公司,-150,-150,0,0,0,,,0,,,
A.A.24.01.AA240104A,维满C维生素C咀嚼片（4-13岁） （60片）,20230802D,,BY062,佰悦电商荣庆华东仓,广东佰悦网络科技有限公司,-696,-696,0,0,0,,,0,,,
A.A.19.01.AA190112B,无限能破壁灵芝孢子粉胶囊（40粒）纸盒装,20231001D,,BY062,佰悦电商荣庆华东仓,广东佰悦网络科技有限公司,-200,-200,0,0,0,,,0,,,
A.A.19.01.AA190112A,无限能破壁灵芝孢子粉胶囊（100粒）纸盒装,20230201D,,BY062,佰悦电商荣庆华东仓,广东佰悦网络科技有限公司,-50,-50,0,0,0,,,0,,,
A.A.14.01.AA140101K,汤臣倍健健视佳越橘叶黄素酯β-胡萝卜素软胶囊（30粒，电商专供装）-A,20231101D,,BY062,佰悦电商荣庆华东仓,广东佰悦网络科技有限公司,-121,-121,0,0,0,,,0,,,
A.A.06.01.AA060101N,汤臣倍健健力多氨糖软骨素钙片40片电商装,20231122N,,BY062,佰悦电商荣庆华东仓,广东佰悦网络科技有限公司,-5004,-5004,0,0,0,,,0,,,
A.A.06.01.AA060102N,汤臣倍健健力多氨糖软骨素钙片100片彩盒装,20231025N,,BY062,佰悦电商荣庆华东仓,广东佰悦网络科技有限公司,-1008,-1008,0,0,0,,,0,,,
A.A.06.01.AA060101Q,汤臣倍健健力多氨糖软骨素钙片电商小包装（40片，本品不单独销售）,20231106D,,BY062,佰悦电商荣庆华东仓,广东佰悦网络科技有限公司,-4942,-4942,0,0,0,,,0,,,
A.A.06.01.AA060101Q,汤臣倍健健力多氨糖软骨素钙片电商小包装（40片，本品不单独销售）,20231105D,,BY062,佰悦电商荣庆华东仓,广东佰悦网络科技有限公司,-1254,-1254,0,0,0,,,0,,,
A.A.06.01.AA060102Q,汤臣倍健健力多氨糖软骨素钙片180片彩盒装-A,20231035N,,BY062,佰悦电商荣庆华东仓,广东佰悦网络科技有限公司,-1100,-1100,0,0,0,,,0,,,
A.A.01.01.AA011000A,汤臣倍健营养强化蛋白粉固体饮料（椰子香芋味）（150g，本品不单独销售）,20231101A,,3.2.520,股份RDC南京佰健神行太保共享仓,汤臣倍健股份有限公司,500,500,0,0,0,,,0,,,
A.A.01.03.AA010306,汤臣倍健鱼油软胶囊（100粒）,20231001G,,3.2.520,股份RDC南京佰健神行太保共享仓,汤臣倍健股份有限公司,500,500,0,0,0,,,0,,,
A.A.01.03.AA010311B,汤臣倍健大豆磷脂软胶囊120粒×2+鱼油软胶囊100粒电商优惠装,20231002C,,3.2.520,股份RDC南京佰健神行太保共享仓,汤臣倍健股份有限公司,1100,1100,0,0,0,,,0,,,
A.A.01.01.AA010151BA,汤臣倍健蛋白粉(450g/高盖）A,20231014F,,3.2.520,股份RDC南京佰健神行太保共享仓,汤臣倍健股份有限公司,500,500,0,0,0,,,0,,,
A.A.01.04.AA010460A,汤臣倍健Yep绯常磁感胶原蛋白肽果味饮料（树莓味）（5瓶）试吃装23年,20231121K,,3.2.520,股份RDC南京佰健神行太保共享仓,汤臣倍健股份有限公司,3300,3300,0,0,0,,,0,,,
A.A.01.01.AA010189A,汤臣倍健B族维生素片（成人）电商专供小包装（30片）,20231003D,,3.2.520,股份RDC南京佰健神行太保共享仓,汤臣倍健股份有限公司,1108,1108,0,0,0,,,0,,,
A.A.01.01.AA010189B,汤臣倍健B族维生素片（成人）电商专供（90片）,20231003D,,3.2.520,股份RDC南京佰健神行太保共享仓,汤臣倍健股份有限公司,2000,2000,0,0,0,,,0,,,
A.A.01.04.AA010433M,汤臣倍健胶原蛋白肽果味饮料（水蜜桃味）（10瓶）22年升级版,20231113K,,3.2.520,股份RDC南京佰健神行太保共享仓,汤臣倍健股份有限公司,2500,2500,0,0,0,,,0,,,
A.A.01.01.AA010115B,汤臣倍健乳清蛋白固体饮料(香草味)(400g/高盖),20231101A,,3.2.520,股份RDC南京佰健神行太保共享仓,汤臣倍健股份有限公司,2000,2000,0,0,0,,,0,,,
A.A.01.07.AA010737,汤臣倍健蓝莓叶黄素酯糖果片(60片),20230901D,,3.2.520,股份RDC南京佰健神行太保共享仓,汤臣倍健股份有限公司,15000,15000,0,0,0,,,0,,,
A.A.01.05.AA010508H,汤臣倍健牛初乳粉-超级飞侠装（60袋）,20231101V,,3.2.520,股份RDC南京佰健神行太保共享仓,汤臣倍健股份有限公司,112,112,0,0,0,,,0,,,
A.A.01.03.AA010301T,汤臣倍健鱼油软胶囊（180粒）,20231102G,,3.2.520,股份RDC南京佰健神行太保共享仓,汤臣倍健股份有限公司,1988,1988,0,0,0,,,0,,,
A.A.01.01.AA010165D,汤臣倍健银色多维多种维生素矿物质片60片×2优惠装,20231002D,,3.2.520,股份RDC南京佰健神行太保共享仓,汤臣倍健股份有限公司,800,800,0,0,0,,,0,,,
F.A.37.FA37798,健乐多宣传折页-赛事版本）,231101-01,逻辑仓,SDS002,珠海食代说成品合格仓,珠海食代说食品有限公司,278,278,0,0,0,,,0,,,
A.A.01.13.AA011301,鱼堡鱼油软胶囊（100粒）,20231101G,,3.2.520,股份RDC南京佰健神行太保共享仓,汤臣倍健股份有限公司,700,700,0,0,0,,,0,,,
A.A.01.02.AA010228,汤臣倍健钙维生素D维生素K片（200片）电商专供,20231008D,,3.2.520,股份RDC南京佰健神行太保共享仓,汤臣倍健股份有限公司,1000,1000,0,0,0,,,0,,,
A.A.01.04.AA010440E,汤臣倍健Yep胶原蛋白肽果味饮料（树莓朗姆酒味）（7袋）22年升级-非卖品,20231039K,,3.2.520,股份RDC南京佰健神行太保共享仓,汤臣倍健股份有限公司,3000,3000,0,0,0,,,0,,,
A.A.01.03.AA010301V,汤臣倍健鱼油软胶囊（100粒，电商专供赠品）,20230918E,,3.2.520,股份RDC南京佰健神行太保共享仓,汤臣倍健股份有限公司,2000,2000,0,0,0,,,0,,,
A.A.01.01.AA010103F,汤臣倍健蛋白营养粉（水果味）固体饮料（600g）,20231101F,,3.2.520,股份RDC南京佰健神行太保共享仓,汤臣倍健股份有限公司,1028,1028,0,0,0,,,0,,,
A.A.01.04.AA010433M,汤臣倍健胶原蛋白肽果味饮料（水蜜桃味）（10瓶）22年升级版,20231108K,,3.2.520,股份RDC南京佰健神行太保共享仓,汤臣倍健股份有限公司,2000,2000,0,0,0,,,0,,,
A.A.01.04.AA010408T,汤臣倍健胶原蛋白肽固体饮料(水蜜桃味)(30袋),20231101V,,3.2.520,股份RDC南京佰健神行太保共享仓,汤臣倍健股份有限公司,600,600,0,0,0,,,0,,,
A.A.01.01.AA010157J,汤臣倍健植物蛋白粉固体饮料（600g/高盖）,20230906A,,3.2.520,股份RDC南京佰健神行太保共享仓,汤臣倍健股份有限公司,1000,1000,0,0,0,,,0,,,
A.A.01.07.AA010737,汤臣倍健蓝莓叶黄素酯糖果片(60片),20230713D,,3.2.520,股份RDC南京佰健神行太保共享仓,汤臣倍健股份有限公司,6000,6000,0,0,0,,,0,,,
A.A.01.03.AA010301T,汤臣倍健鱼油软胶囊（180粒）,20231101G,,3.2.520,股份RDC南京佰健神行太保共享仓,汤臣倍健股份有限公司,2812,2812,0,0,0,,,0,,,
A.A.01.01.AA010175D,汤臣倍健多种维生素咀嚼片(11-17岁)-超级飞侠（60片）,20231004D,,3.2.520,股份RDC南京佰健神行太保共享仓,汤臣倍健股份有限公司,1000,1000,0,0,0,,,0,,,
A.A.01.01.AA011000A,汤臣倍健营养强化蛋白粉固体饮料（椰子香芋味）（150g，本品不单独销售）,20231001A,,3.2.520,股份RDC南京佰健神行太保共享仓,汤臣倍健股份有限公司,1000,1000,0,0,0,,,0,,,
A.A.09.01.AA090108A,健乐多汤臣倍健左旋肉碱茶多酚荷叶片小包装(30片),20231005D,,3.2.352,股份RDC南京佰健佛山共享仓,汤臣倍健股份有限公司,2466,2466,0,0,0,,,0,,,
A.A.09.01.AA090167C,健乐多速度力量运动营养粉（肌酸粉）（30袋）桶装,20230802A,,3.2.352,股份RDC南京佰健佛山共享仓,汤臣倍健股份有限公司,662,662,0,0,0,,,0,,,
A.A.09.02.AA090201,健乐多速度力量运动营养粉（乳清蛋白营养强化粉）（巧克力味）（2.27kg）,20231001A,,3.2.352,股份RDC南京佰健佛山共享仓,汤臣倍健股份有限公司,730,730,0,0,0,,,0,,,
A.A.09.01.AA090167,健乐多速度力量运动营养粉（肌酸粉）单袋装（3.2g）,20230901A,,SDS017,食代说广州荣庆仓,珠海食代说食品有限公司,-2919,-2919,0,0,0,,,0,,,
A.A.13.01.AA130133H,天然博士DHA藻油凝胶糖果Ⅰ型（20粒）电商专供,20231001D,,BT14,佰腾电商荣庆佛山仓,广东佰腾药业有限公司,96,96,0,0,0,,,0,,,
A.A.06.01.AA060101Q,汤臣倍健健力多氨糖软骨素钙片电商小包装（40片，本品不单独销售）,20231111D,,3.2.352,股份RDC南京佰健佛山共享仓,汤臣倍健股份有限公司,5888,5888,0,0,0,,,0,,,
A.A.01.01.AA010164J,汤臣倍健多维女士多种维生素矿物质片60片×2优惠装,20231003D,,3.2.400,股份RDC佰悦华南共享仓,汤臣倍健股份有限公司,80,80,0,0,0,,,0,,,
A.A.01.07.AA010756,汤臣倍健星好伴褪黑素片（牛奶味）彩盒装（90片）,20231001D,,3.2.400,股份RDC佰悦华南共享仓,汤臣倍健股份有限公司,96,96,0,0,0,,,0,,,
A.A.01.01.AA010166F,汤臣倍健多维男士多种维生素矿物质片60片×2优惠装,20231005D,,3.2.400,股份RDC佰悦华南共享仓,汤臣倍健股份有限公司,40,40,0,0,0,,,0,,,
F.A.37.FA37568,BYHEALTH品牌定制水杯,231101-01,逻辑仓,YY001,药业产成品（珠海）合格仓,汤臣倍健药业有限公司,41,41,0,0,0,,,0,,,
A.A.06.01.AA060101N,汤臣倍健健力多氨糖软骨素钙片40片电商装,20231027N,,3.2.352,股份RDC南京佰健佛山共享仓,汤臣倍健股份有限公司,6984,6984,0,0,0,,,0,,,
A.A.06.01.AA060102N,汤臣倍健健力多氨糖软骨素钙片100片彩盒装,20231024N,,3.2.352,股份RDC南京佰健佛山共享仓,汤臣倍健股份有限公司,792,792,0,0,0,,,0,,,
A.A.14.01.AA140101H,汤臣倍健健视佳越橘叶黄素酯β-胡萝卜素软胶囊（15粒，条形码+不单独销售）-A,20231001G,,3.2.352,股份RDC南京佰健佛山共享仓,汤臣倍健股份有限公司,4250,4250,0,0,0,,,0,,,
A.A.06.01.AA060102Q,汤臣倍健健力多氨糖软骨素钙片180片彩盒装-A,20231004J,,3.2.352,股份RDC南京佰健佛山共享仓,汤臣倍健股份有限公司,200,200,0,0,0,,,0,,,
A.A.14.01.AA140101K,汤臣倍健健视佳越橘叶黄素酯β-胡萝卜素软胶囊（30粒，电商专供装）-A,20231001G,,3.2.520,股份RDC南京佰健神行太保共享仓,汤臣倍健股份有限公司,3000,3000,0,0,0,,,0,,,
A.A.06.01.AA060117B,汤臣倍健健力多氨糖软骨素葛根片60片彩盒装,20221001D,,3.2.520,股份RDC南京佰健神行太保共享仓,汤臣倍健股份有限公司,3528,3528,0,0,0,,,0,,,
A.A.21.01.AA210101,健安适水飞蓟葛根丹参片彩盒装（60片）,20230517D,,3.2.520,股份RDC南京佰健神行太保共享仓,汤臣倍健股份有限公司,6120,6120,0,0,0,,,0,,,
A.A.06.01.AA060121,健力多Ca-mini钙维生素D片电商装（120片）,20230405A,,3.2.520,股份RDC南京佰健神行太保共享仓,汤臣倍健股份有限公司,100,100,0,0,0,,,0,,,
A.A.14.01.AA140101H,汤臣倍健健视佳越橘叶黄素酯β-胡萝卜素软胶囊（15粒，条形码+不单独销售）-A,20231009G,,3.2.520,股份RDC南京佰健神行太保共享仓,汤臣倍健股份有限公司,3520,3520,0,0,0,,,0,,,
A.A.01.01.AA010164J,汤臣倍健多维女士多种维生素矿物质片60片×2优惠装,20231010D,,3.2.520,股份RDC南京佰健神行太保共享仓,汤臣倍健股份有限公司,1000,1000,0,0,0,,,0,,,
A.A.01.01.AA010151AU,汤臣倍健蛋白粉促销装特供礼盒（600g）,20231103N,,3.2.520,股份RDC南京佰健神行太保共享仓,汤臣倍健股份有限公司,19000,19000,0,0,0,,,0,,,
A.A.01.04.AA010434J,汤臣倍健胶原蛋白肽果味饮料（荔枝味）（10瓶）22年升级版,20231061K,,3.2.520,股份RDC南京佰健神行太保共享仓,汤臣倍健股份有限公司,1000,1000,0,0,0,,,0,,,
A.A.01.02.AA010220AG,汤臣倍健钙维生素D维生素K软胶囊（200粒×2）促销装-A,20231002E,,3.2.520,股份RDC南京佰健神行太保共享仓,汤臣倍健股份有限公司,3000,3000,0,0,0,,,0,,,
A.A.01.01.AA010168G,汤臣倍健钙铁锌咀嚼片（30片）电商专供,20230904D,,3.2.520,股份RDC南京佰健神行太保共享仓,汤臣倍健股份有限公司,2200,2200,0,0,0,,,0,,,
F.A.37.FA37676,汤臣倍健快乐去野餐垫,230901-01,逻辑仓,YY052,药业官方商城（线上珠海）合格仓,汤臣倍健药业有限公司,69,69,0,0,0,,,0,,,
A.A.01.03.AA010301V,汤臣倍健鱼油软胶囊（100粒，电商专供赠品）,20230918E,逻辑仓,YY052,药业官方商城（线上珠海）合格仓,汤臣倍健药业有限公司,62,62,0,0,0,,,0,,,
A.A.001.AA0010002,汤臣倍健复合蛋白粉固体饮料（420g）,20231003F,逻辑仓,YY052,药业官方商城（线上珠海）合格仓,汤臣倍健药业有限公司,123,123,0,0,0,,,0,,,
A.A.01.02.AA010228A,汤臣倍健钙维生素D维生素K片（50片）电商专供小包装,20231001D,,3.2.352,股份RDC南京佰健佛山共享仓,汤臣倍健股份有限公司,1000,1000,0,0,0,,,0,,,
A.A.01.13.AA011301,鱼堡鱼油软胶囊（100粒）,20231101G,,3.2.352,股份RDC南京佰健佛山共享仓,汤臣倍健股份有限公司,400,400,0,0,0,,,0,,,
A.A.01.01.AA010103F,汤臣倍健蛋白营养粉（水果味）固体饮料（600g）,20231101F,,3.2.352,股份RDC南京佰健佛山共享仓,汤臣倍健股份有限公司,1000,1000,0,0,0,,,0,,,
A.A.01.04.AA010433M,汤臣倍健胶原蛋白肽果味饮料（水蜜桃味）（10瓶）22年升级版,20231104K,,3.2.352,股份RDC南京佰健佛山共享仓,汤臣倍健股份有限公司,2000,2000,0,0,0,,,0,,,
A.A.01.01.AA010157N,汤臣倍健植物蛋白粉固体饮料（200g）,20231101A,,3.2.352,股份RDC南京佰健佛山共享仓,汤臣倍健股份有限公司,300,300,0,0,0,,,0,,,
A.A.01.01.AA010164J,汤臣倍健多维女士多种维生素矿物质片60片×2优惠装,20231003D,,3.2.352,股份RDC南京佰健佛山共享仓,汤臣倍健股份有限公司,1000,1000,0,0,0,,,0,,,
A.A.01.01.AA010151AU,汤臣倍健蛋白粉促销装特供礼盒（600g）,20231104F,,3.2.352,股份RDC南京佰健佛山共享仓,汤臣倍健股份有限公司,5000,5000,0,0,0,,,0,,,
A.A.01.04.AA010440E,汤臣倍健Yep胶原蛋白肽果味饮料（树莓朗姆酒味）（7袋）22年升级-非卖品,20231038K,,3.2.352,股份RDC南京佰健佛山共享仓,汤臣倍健股份有限公司,578,578,0,0,0,,,0,,,
A.A.01.04.AA010440E,汤臣倍健Yep胶原蛋白肽果味饮料（树莓朗姆酒味）（7袋）22年升级-非卖品,20231101K,,3.2.352,股份RDC南京佰健佛山共享仓,汤臣倍健股份有限公司,1512,1512,0,0,0,,,0,,,
A.A.01.01.AA010157J,汤臣倍健植物蛋白粉固体饮料（600g/高盖）,20230906A,,3.2.352,股份RDC南京佰健佛山共享仓,汤臣倍健股份有限公司,1000,1000,0,0,0,,,0,,,
